IMG/center_2018_07_31_19_35_56_558.jpg,IMG/left_2018_07_31_19_35_56_558.jpg,IMG/right_2018_07_31_19_35_56_558.jpg,0,0,0,2.70E-06
IMG/center_2018_07_31_19_35_56_636.jpg,IMG/left_2018_07_31_19_35_56_636.jpg,IMG/right_2018_07_31_19_35_56_636.jpg,0,0,0,5.89E-06
IMG/center_2018_07_31_19_35_56_703.jpg,IMG/left_2018_07_31_19_35_56_703.jpg,IMG/right_2018_07_31_19_35_56_703.jpg,0,0,0,6.45E-06
IMG/center_2018_07_31_19_35_56_782.jpg,IMG/left_2018_07_31_19_35_56_782.jpg,IMG/right_2018_07_31_19_35_56_782.jpg,0,0,0,7.88E-06
IMG/center_2018_07_31_19_35_56_861.jpg,IMG/left_2018_07_31_19_35_56_861.jpg,IMG/right_2018_07_31_19_35_56_861.jpg,0,0,0,3.91E-06
IMG/center_2018_07_31_19_35_56_941.jpg,IMG/left_2018_07_31_19_35_56_941.jpg,IMG/right_2018_07_31_19_35_56_941.jpg,0,0,0,3.15E-06
IMG/center_2018_07_31_19_35_57_009.jpg,IMG/left_2018_07_31_19_35_57_009.jpg,IMG/right_2018_07_31_19_35_57_009.jpg,0,0,0,4.10E-06
IMG/center_2018_07_31_19_35_57_088.jpg,IMG/left_2018_07_31_19_35_57_088.jpg,IMG/right_2018_07_31_19_35_57_088.jpg,0,0,0,4.32E-07
IMG/center_2018_07_31_19_35_57_155.jpg,IMG/left_2018_07_31_19_35_57_155.jpg,IMG/right_2018_07_31_19_35_57_155.jpg,0,0,0,2.54E-06
IMG/center_2018_07_31_19_35_57_235.jpg,IMG/left_2018_07_31_19_35_57_235.jpg,IMG/right_2018_07_31_19_35_57_235.jpg,0,0,0,6.89E-06
IMG/center_2018_07_31_19_35_57_314.jpg,IMG/left_2018_07_31_19_35_57_314.jpg,IMG/right_2018_07_31_19_35_57_314.jpg,0,0,0,1.30E-06
IMG/center_2018_07_31_19_35_57_394.jpg,IMG/left_2018_07_31_19_35_57_394.jpg,IMG/right_2018_07_31_19_35_57_394.jpg,0,0,0,8.62E-07
